,地區,姓名,號次,性別,出生年次,參選年齡,推薦政黨,得票數,得票率,當選註記,是否現任,,
第三屆(1995),高雄縣選舉區,李嘉俊,17,男,1956,39,中國國民黨,35324,6.49%,,否,,
第三屆(1995),花蓮縣選舉區,張靜,1,男,1956,39,中國國民黨,2357,2.10%,,否,,
第三屆(1995),花蓮縣選舉區,徐正邦,2,男,1956,39,新黨,5764,5.14%,,否,,
第三屆(1995),基隆市選舉區,林建隆,6,男,1956,39,民主進步黨,18967,11.82%,,否,,
第三屆(1995),臺北市第2選區,李慶華,11,男,1948,47,新黨,52997,9.07%,*,是,,
第三屆(1995),臺北縣選舉區,洪秀柱,18,女,1948,47,中國國民黨,49563,3.50%,*,是,,
第三屆(1995),桃園縣選舉區,朱鳳芝,10,女,1948,47,中國國民黨,94326,14.78%,*,是,,
第三屆(1995),臺中縣選舉區,張文儀,6,男,1948,47,中國國民黨,61142,9.58%,*,是,,
第三屆(1995),臺北市第2選區,莊松富,26,男,1955,40,無,468,0.08%,,否,,
第三屆(1995),臺北縣選舉區,劉炳華,17,男,1955,40,中國國民黨,40996,2.90%,,是,,
第三屆(1995),臺北縣選舉區,邱華康,23,男,1955,40,無,830,0.06%,,否,,
第三屆(1995),桃園縣選舉區,林啟榮,1,男,1955,40,無,3083,0.48%,,否,,
第三屆(1995),南投縣選舉區,賴衡垚,6,男,1955,40,無,1150,0.52%,,否,,
第三屆(1995),臺南縣選舉區,仉桂美,6,女,1955,40,新黨,23395,4.72%,,否,,
第三屆(1995),臺南市選舉區,蘇囿戩,8,男,1955,40,無,4998,1.57%,,否,,
第三屆(1995),全國（平原）,馬賢生,8,男,1955,40,無,5320,9.35%,,否,,
第三屆(1995),高雄縣選舉區,蕭金蘭,11,女,1948,47,中國國民黨,51404,9.45%,*,否,,
第三屆(1995),澎湖縣選舉區,林炳坤,1,男,1948,47,中國國民黨,26055,65.85%,*,否,,
第二屆(1992),台北縣,黃煌雄,,男,,48,民主進步黨,,,*,,,
第二屆(1992),新竹縣,林光華,,男,,48,民主進步黨,,,*,,,
第三屆(1995),臺北市第1選區,李勝峰,11,男,1954,41,無,6773,1.12%,,否,,
第三屆(1995),高雄市第2選區,林杰正,5,男,1954,41,無,765,0.26%,,否,,
第三屆(1995),臺北縣選舉區,楊悟空,16,男,1954,41,無,14377,1.02%,,否,,
第三屆(1995),臺北縣選舉區,陳正忠,40,男,1954,41,民主進步黨,5080,0.36%,,否,,
第三屆(1995),桃園縣選舉區,翁仁彥,5,男,1954,41,無,4347,0.68%,,否,,
第三屆(1995),桃園縣選舉區,唐雲明,16,男,1954,41,中國國民黨,13404,2.10%,,否,,
第三屆(1995),基隆市選舉區,何聖隆,4,男,1954,41,無,11442,7.13%,,否,,
第三屆(1995),臺中市選舉區,劉文慶,10,男,1954,41,民主進步黨,33943,9.60%,,是,,
第三屆(1995),臺南市選舉區,陳進成,4,男,1954,41,新黨,24837,7.78%,,否,,
第三屆(1995),金門縣選舉區,張天欽,4,男,1954,41,民主進步黨,578,2.76%,,否,,
第二屆(1992),桃園縣,許國泰,,男,,48,民主進步黨,,,*,,,
第二屆(1992),屏東縣,林國龍,,男,,48,中國國民黨,,,*,,,
第二屆(1992),桃園縣,呂秀蓮,,女,,48,民主進步黨,,,*,,,
第三屆(1995),臺北市第1選區,林濁水,15,男,1947,48,民主進步黨,46059,7.65%,*,是,,
第三屆(1995),臺北市第1選區,高惠宇,21,女,1947,48,新黨,50833,8.44%,*,否,,
第三屆(1995),高雄市第1選區,李必賢,8,男,1947,48,中國國民黨,55385,15.31%,*,是,,
第三屆(1995),高雄市第1選區,王天競,11,男,1947,48,中國國民黨,38054,10.52%,*,是,,
第三屆(1995),臺北縣選舉區,李顯榮,3,男,1947,48,中國國民黨,47115,3.33%,*,是,,
第三屆(1995),臺北市第1選區,王仲良,6,男,1953,42,無,326,0.05%,,否,,
第三屆(1995),高雄市第2選區,王貴雄,13,男,1953,42,無,103,0.03%,,否,,
第三屆(1995),臺北縣選舉區,盧嘉辰,22,男,1953,42,無,9951,0.70%,,否,,
第三屆(1995),臺北縣選舉區,孫安迪,29,男,1953,42,無,8771,0.62%,,否,,
第三屆(1995),宜蘭縣選舉區,文祖湘,3,男,1953,42,中國國民黨,19558,11.45%,,否,,
第三屆(1995),桃園縣選舉區,彭勝遙,2,男,1953,42,無,1839,0.29%,,否,,
第三屆(1995),新竹市選舉區,王榮德,1,男,1953,42,無,1724,1.31%,,否,,
第三屆(1995),金門縣選舉區,許水增,5,男,1953,42,無,465,2.22%,,否,,
第三屆(1995),全國（平原）,李景崇,9,男,1953,42,無,3512,6.18%,,否,,
第三屆(1995),臺北縣選舉區,蘇貞昌,35,男,1947,48,民主進步黨,66146,4.67%,*,否,,
第三屆(1995),苗栗縣選舉區,徐成焜,3,男,1947,48,中國國民黨,66391,24.49%,*,是,,
第三屆(1995),彰化縣選舉區,翁金珠,4,女,1947,48,民主進步黨,93687,15.79%,*,是,,
第三屆(1995),屏東縣選舉區,曾永權,2,男,1947,48,中國國民黨,82168,21.11%,*,是,,
第三屆(1995),臺北市第2選區,葛彰台,5,男,1952,43,無,138,0.02%,,否,,
第三屆(1995),桃園縣選舉區,張昌財,14,男,1952,43,中國國民黨,36020,5.64%,,否,,
第三屆(1995),臺東縣選舉區,蘇玉龍,2,男,1952,43,無,18177,26.29%,,否,,
第三屆(1995),澎湖縣選舉區,蕭丁苑,2,男,1952,43,新黨,2052,5.19%,,否,,
第三屆(1995),澎湖縣選舉區,高燁珍,3,男,1952,43,全國民主非政黨聯盟,517,1.31%,,否,,
第三屆(1995),臺中市選舉區,林忠勝,8,男,1952,43,無,454,0.13%,,否,,
第三屆(1995),全國（平原）,王清堅,2,男,1952,43,無,7568,13.31%,,否,,
第二屆(1992),台南市,王國清,,男,,49,中國國民黨,,,*,,,
第三屆(1995),宜蘭縣選舉區,林建榮,1,男,1946,49,中國國民黨,57565,33.71%,*,否,,
第三屆(1995),臺南市選舉區,施台生,6,男,1946,49,中國國民黨,47942,15.02%,*,是,,
第二屆(1992),彰化縣,游淮銀,,男,,50,中國國民黨,,,*,,,
第二屆(1992),台南縣,洪玉欽,,男,,50,中國國民黨,,,*,,,
第二屆(1992),台中市,洪昭男,,男,,50,中國國民黨,,,*,,,
第三屆(1995),新竹縣選舉區,林光華,2,男,1945,50,民主進步黨,60249,35.50%,*,是,,
第二屆(1992),台北縣,盧修一,,男,,51,民主進步黨,,,*,,,
第三屆(1995),臺北市第2選區,陳夢榮,28,男,1951,44,無,574,0.10%,,否,,
第三屆(1995),臺北市第2選區,張世傑,31,男,1951,44,無,855,0.15%,,否,,
第三屆(1995),臺北市第2選區,郇金銓,32,男,1951,44,無,1744,0.30%,,否,,
第三屆(1995),高雄市第1選區,鄭德耀,5,男,1951,44,無,2041,0.56%,,否,,
第三屆(1995),高雄市第2選區,劉典,4,男,1951,44,無,393,0.13%,,否,,
第三屆(1995),高雄市第2選區,成樹芬,15,女,1951,44,中國國民黨,24520,8.20%,,否,,
第三屆(1995),臺北縣選舉區,蔡有全,27,男,1951,44,民主進步黨,25274,1.79%,,否,,
第三屆(1995),臺北縣選舉區,詹裕仁,38,男,1951,44,中國國民黨,29214,2.06%,,是,,
第三屆(1995),雲林縣選舉區,吳修榮,4,男,1951,44,中國國民黨,22417,6.51%,,否,,
第三屆(1995),臺南縣選舉區,黃來鎰,1,男,1951,44,中國國民黨,38678,7.80%,,否,,
第三屆(1995),花蓮縣選舉區,魏東河,9,男,1951,44,中國國民黨,11695,10.43%,,否,,
第三屆(1995),臺中市選舉區,朱梅,2,女,1951,44,無,397,0.11%,,否,,
第三屆(1995),全國（山原）,鍾思錦,4,男,1951,44,民主進步黨,1982,2.68%,,否,,
第三屆(1995),全國（山原）,馬賴．古麥,9,男,1951,44,中國國民黨,9004,12.18%,,是,,
第二屆(1992),台南市,施明德,,男,,51,民主進步黨,,,*,,,
第二屆(1992),桃園縣,黃主文,,男,,51,中國國民黨,,,*,,,
第二屆(1992),高雄市北區,陳哲男,,男,,51,中國國民黨,,,*,,,
第三屆(1995),臺南縣選舉區,謝錦川,3,男,1944,51,民主進步黨,43835,8.84%,*,否,,
第三屆(1995),臺南縣選舉區,黃秀孟,5,女,1944,51,中國國民黨,62241,12.56%,*,否,,
第三屆(1995),屏東縣選舉區,林國龍,1,男,1944,51,中國國民黨,64648,16.61%,*,是,,
第三屆(1995),臺北市第2選區,邱彰,14,女,1950,45,無,14394,2.46%,,否,,
第三屆(1995),臺北市第2選區,張泮香,29,男,1950,45,無,312,0.05%,,否,,
第三屆(1995),高雄市第2選區,戴勝祝,9,男,1950,45,無,364,0.12%,,否,,
第三屆(1995),臺北縣選舉區,姚江臨,13,男,1950,45,中國國民黨,6775,0.48%,,否,,
第三屆(1995),臺北縣選舉區,陳婉真,20,女,1950,45,民主進步黨,37715,2.67%,,是,,
第三屆(1995),臺北縣選舉區,石瓊文,24,男,1950,45,無,687,0.05%,,否,,
第三屆(1995),臺北縣選舉區,蘇國輝,48,男,1950,45,無,834,0.06%,,否,,
第三屆(1995),臺北縣選舉區,吳和順,50,男,1950,45,無,328,0.02%,,否,,
第三屆(1995),南投縣選舉區,余武龍,2,男,1950,45,無,12087,5.47%,,否,,
第三屆(1995),連江縣選舉區,魏耀乾,2,男,1950,45,民主進步黨,33,1.06%,,是,,
第三屆(1995),新竹市選舉區,林政則,3,男,1944,51,中國國民黨,56842,43.23%,*,否,,
第二屆(1992),台北市,關中,,男,,52,中國國民黨,,,*,,,
第二屆(1992),台北市,郁慕明,,男,,52,中國國民黨,,,*,,,
第二屆(1992),台北縣,鄭逢時,,男,,52,中國國民黨,,,*,,,
第二屆(1992),桃園縣,呂新民,,男,,52,中國國民黨,,,*,,,
第二屆(1992),基隆市,張堅華,,男,,52,中國國民黨,,,*,,,
第二屆(1992),彰化縣,王顯明,,男,,52,中國國民黨,,,*,,,
第三屆(1995),臺北市第1選區,穆閩珠,17,女,1949,46,中國國民黨,30340,5.04%,,否,,
第三屆(1995),臺北市第1選區,江碩平,19,男,1949,46,無,13021,2.16%,,否,,
第三屆(1995),臺北市第2選區,沈慶台,6,男,1949,46,無,239,0.04%,,否,,
第三屆(1995),高雄市第1選區,曾景亮,6,男,1949,46,無,481,0.13%,,否,,
第三屆(1995),高雄縣選舉區,鍾肇瓊,9,男,1949,46,無,797,0.15%,,否,,
第三屆(1995),新竹市選舉區,高新武,2,男,1949,46,新黨,30460,23.16%,,否,,
第三屆(1995),全國（平原）,林榮元,4,男,1949,46,民主進步黨,1573,2.77%,,否,,
第二屆(1992),彰化縣,洪性榮,,男,,52,中國國民黨,,,*,,,
第二屆(1992),高雄縣,王金平,,男,,52,中國國民黨,,,*,,,
第三屆(1995),臺北縣選舉區,羅福助,37,男,1943,52,無,51878,3.67%,*,否,,
第三屆(1995),宜蘭縣選舉區,陳定南,2,男,1943,52,民主進步黨,93644,54.84%,*,是,,
第三屆(1995),苗栗縣選舉區,陳文輝,1,男,1943,52,民主進步黨,61519,22.69%,*,否,,
第三屆(1995),臺南縣選舉區,洪玉欽,8,男,1943,52,中國國民黨,70618,14.25%,*,是,,
第三屆(1995),臺中市選舉區,洪昭男,4,男,1943,52,中國國民黨,53170,15.04%,*,是,,
第三屆(1995),臺北市第2選區,張智雄,4,男,1948,47,無,506,0.09%,,否,,
第三屆(1995),臺北市第2選區,廖立宇,7,男,1948,47,無,1846,0.32%,,否,,
第三屆(1995),臺北縣選舉區,葉憲修,39,男,1948,47,無,34803,2.46%,,是,,
第三屆(1995),臺中縣選舉區,楊慶霖,13,男,1948,47,無,905,0.14%,,否,,
第三屆(1995),高雄縣選舉區,戴振耀,10,男,1948,47,民主進步黨,38496,7.07%,,是,,
第三屆(1995),基隆市選舉區,李彌,5,男,1948,47,新黨,30891,19.26%,,否,,
第三屆(1995),臺南市選舉區,王滔夫,9,男,1948,47,無,20359,6.38%,,否,,
第三屆(1995),臺南市選舉區,吳再福,11,男,1948,47,中國國民黨,23287,7.30%,,否,,
第三屆(1995),連江縣選舉區,曹原彰,4,男,1948,47,新黨,1332,42.79%,,否,,
第三屆(1995),臺南市選舉區,杜振榮,10,男,1943,52,中國國民黨,39743,12.45%,*,否,,
第三屆(1995),全國（平原）,蔡中涵,7,男,1943,52,中國國民黨,9389,16.51%,*,是,,
第二屆(1992),台北市,沈富雄,,男,,53,民主進步黨,,,*,,,
第二屆(1992),花蓮縣,謝深山,,男,,53,中國國民黨,,,*,,,
第三屆(1995),彰化縣選舉區,游淮銀,8,男,1942,53,中國國民黨,65190,10.99%,*,是,,
第三屆(1995),花蓮縣選舉區,鍾利德,4,男,1942,53,中國國民黨,29885,26.65%,*,否,,
第三屆(1995),臺北市第1選區,劉宗明,23,男,1947,48,中國國民黨,27602,4.58%,,否,,
第三屆(1995),臺北市第2選區,邱衍明,12,男,1947,48,無,324,0.06%,,否,,
第三屆(1995),臺北市第2選區,周金地,34,男,1947,48,無,149,0.03%,,否,,
第三屆(1995),臺北縣選舉區,陳金城,14,男,1947,48,中國國民黨,8532,0.60%,,否,,
第三屆(1995),臺北縣選舉區,楊世雄,30,男,1947,48,新黨,43329,3.06%,,否,,
第三屆(1995),臺北縣選舉區,李錫錕,42,男,1947,48,無,3358,0.24%,,否,,
第三屆(1995),苗栗縣選舉區,劉政鴻,2,男,1947,48,中國國民黨,60234,22.22%,,是,,
第三屆(1995),苗栗縣選舉區,吳錦源,4,男,1947,48,無,590,0.22%,,否,,
第三屆(1995),苗栗縣選舉區,黃瑞明,5,男,1947,48,無,1039,0.38%,,否,,
第三屆(1995),南投縣選舉區,李志苔,4,男,1947,48,新黨,15937,7.21%,,否,,
第三屆(1995),高雄縣選舉區,吳木村,1,男,1947,48,無,913,0.17%,,否,,
第三屆(1995),高雄縣選舉區,陳三思,5,男,1947,48,民主進步黨,40799,7.50%,,否,,
第三屆(1995),高雄縣選舉區,戴進吉,8,男,1947,48,無,5709,1.05%,,否,,
第二屆(1992),高雄市北區,李慶雄,,男,,54,民主進步黨,,,*,,,
第三屆(1995),臺北縣選舉區,盧修一,34,男,1941,54,民主進步黨,75203,5.31%,*,是,,
第三屆(1995),臺北縣選舉區,鄭逢時,46,男,1941,54,中國國民黨,46451,3.28%,*,是,,
第三屆(1995),桃園縣選舉區,黃主文,3,男,1941,54,中國國民黨,57799,9.06%,*,是,,
第三屆(1995),彰化縣選舉區,王顯明,2,男,1941,54,中國國民黨,67266,11.34%,*,是,,
第三屆(1995),高雄縣選舉區,王金平,6,男,1941,54,中國國民黨,106656,19.60%,*,是,,
第三屆(1995),基隆市選舉區,徐少萍,3,女,1941,54,中國國民黨,31037,19.35%,*,否,,
第三屆(1995),臺中市選舉區,蔡明憲,5,男,1941,54,民主進步黨,57911,16.39%,*,否,,
第三屆(1995),臺北市第2選區,楊炯煌,18,男,1946,49,無,353,0.06%,,否,,
第三屆(1995),臺北市第2選區,邵宗海,35,男,1946,49,中國國民黨,20765,3.55%,,否,,
第三屆(1995),高雄市第2選區,王文正,3,男,1946,49,中國國民黨,22843,7.64%,,否,,
第三屆(1995),高雄市第2選區,黃昭輝,7,男,1946,49,民主進步黨,24222,8.10%,,是,,
第三屆(1995),花蓮縣選舉區,許兆麟,5,女,1946,49,中國國民黨,5475,4.88%,,否,,
第三屆(1995),臺南市選舉區,施明德,7,男,1941,54,民主進步黨,60042,18.81%,*,是,,
第三屆(1995),全國（平原）,莊金生,3,男,1941,54,中國國民黨,10162,17.87%,*,是,,
第二屆(1992),台北市,張俊宏,,男,,55,民主進步黨,,,*,,,
第二屆(1992),彰化縣,姚嘉文,,男,,55,民主進步黨,,,*,,,
第二屆(1992),台北市,魏鏞,,男,,55,中國國民黨,,,*,,,
第二屆(1992),台中縣,陳傑儒,,男,,55,中國國民黨,,,*,,,
第三屆(1995),臺北市第1選區,趙玲玲,10,女,1945,50,中國國民黨,29570,4.91%,,否,,
第三屆(1995),基隆市選舉區,楊思勤,2,男,1945,50,中國國民黨,19463,12.13%,,否,,
第三屆(1995),全國（平原）,連飛雄,6,男,1945,50,無,947,1.67%,,否,,
第二屆(1992),雲林縣,廖福本,,男,,55,中國國民黨,,,*,,,
第三屆(1995),桃園縣選舉區,郁慕明,4,男,1940,55,新黨,74119,11.61%,*,是,,
第三屆(1995),彰化縣選舉區,洪性榮,13,男,1940,55,中國國民黨,61566,10.38%,*,是,,
第三屆(1995),高雄縣選舉區,林源山,15,男,1940,55,中國國民黨,46372,8.52%,*,是,,
第二屆(1992),台北市,顏錦福,,男,,56,民主進步黨,,,*,,,
第二屆(1992),雲林縣,廖大林,,男,,56,民主進步黨,,,*,,,
第二屆(1992),屏東縣,郭廷才,,男,,56,中國國民黨,,,*,,,
第三屆(1995),臺北市第2選區,沈富雄,21,男,1939,56,民主進步黨,48275,8.26%,*,是,,
第三屆(1995),臺北市第1選區,汪立峽,1,男,1944,51,勞動黨,498,0.08%,,否,,
第三屆(1995),高雄市第1選區,趙幸男,4,男,1944,51,中國國民黨,25039,6.92%,,否,,
第三屆(1995),臺北縣選舉區,陳金德,15,男,1944,51,民主進步黨,33862,2.39%,,否,,
第三屆(1995),臺北縣選舉區,黃煌雄,21,男,1944,51,民主進步黨,30368,2.15%,,是,,
第三屆(1995),新竹縣選舉區,徐益權,3,男,1944,51,中國國民黨,24859,14.65%,,否,,
第三屆(1995),全國（山原）,林清良,6,男,1944,51,中國國民黨,9929,13.44%,,否,,
第三屆(1995),臺北縣選舉區,劉盛良,10,男,1939,56,中國國民黨,56580,4.00%,*,否,,
第三屆(1995),嘉義市選舉區,蕭萬長,2,男,1939,56,中國國民黨,67029,51.71%,*,否,,
第二屆(1992),嘉義市,蔡同榮,,男,,57,民主進步黨,,,*,,,
第三屆(1995),臺北市第2選區,趙寧,9,男,1943,52,中國國民黨,39803,6.81%,,否,,
第三屆(1995),臺北市第2選區,謝弘康,13,男,1943,52,無,727,0.12%,,否,,
第三屆(1995),臺北市第2選區,周慶峻,30,男,1943,52,無,130,0.02%,,否,,
第三屆(1995),臺北縣選舉區,吳勇雄,11,男,1943,52,無,937,0.07%,,否,,
第三屆(1995),嘉義縣選舉區,侯海熊,6,男,1943,52,無,11762,5.03%,,否,,
第三屆(1995),臺南縣選舉區,吳啟章,10,男,1943,52,無,7545,1.52%,,否,,
第三屆(1995),花蓮縣選舉區,陳清水,7,男,1943,52,中國國民黨,6170,5.50%,,否,,
第三屆(1995),金門縣選舉區,陳允火,1,男,1943,52,無,1854,8.86%,,否,,
第三屆(1995),全國（平原）,高巍和,5,男,1943,52,中國國民黨,8480,14.91%,,是,,
第三屆(1995),臺北市第2選區,黃天福,25,男,1938,57,民主進步黨,50072,8.57%,*,否,,
第三屆(1995),高雄市第1選區,葉耀鵬,3,男,1942,53,無,31670,8.75%,,是,,
第三屆(1995),臺北縣選舉區,張金策,41,男,1942,53,無,7930,0.56%,,否,,
第三屆(1995),彰化縣選舉區,張世良,7,男,1942,53,無,18970,3.20%,,否,,
第三屆(1995),高雄縣選舉區,許朝燊,2,男,1942,53,無,575,0.11%,,否,,
第三屆(1995),花蓮縣選舉區,簡德隆,3,男,1942,53,無,404,0.36%,,否,,
第三屆(1995),高雄市第2選區,張俊雄,10,男,1938,57,民主進步黨,29859,9.99%,*,是,,
第三屆(1995),雲林縣選舉區,廖福本,2,男,1938,57,中國國民黨,65261,18.95%,*,是,,
第二屆(1992),台南縣,高育仁,,男,,58,中國國民黨,,,*,,,
第二屆(1992),台東縣,饒穎奇,,男,,58,中國國民黨,,,*,,,
第三屆(1995),臺北市第1選區,鄭元良,2,男,1941,54,無,336,0.06%,,否,,
第三屆(1995),臺北市第2選區,蔡冠倫,36,男,1941,54,無,730,0.12%,,否,,
第三屆(1995),臺北縣選舉區,陳茂男,33,男,1941,54,民主進步黨,31754,2.24%,,否,,
第二屆(1992),澎湖縣,陳癸淼,,男,,58,中國國民黨,,,*,,,
第三屆(1995),臺北市第1選區,陳漢強,4,男,1937,58,新黨,59575,9.89%,*,否,,
第三屆(1995),臺北市第2選區,顏錦福,10,男,1937,58,民主進步黨,56848,9.73%,*,是,,
第三屆(1995),臺中縣選舉區,陳傑儒,2,男,1937,58,中國國民黨,57662,9.03%,*,是,,
第三屆(1995),雲林縣選舉區,廖大林,1,男,1936,59,民主進步黨,52106,15.13%,*,是,,
第三屆(1995),屏東縣選舉區,郭廷才,4,男,1936,59,中國國民黨,46271,11.89%,*,是,,
第二屆(1992),宜蘭縣,林聰明,,男,,60,中國國民黨,,,*,,,
第三屆(1995),臺北市第1選區,江鵬堅,18,男,1940,55,民主進步黨,26055,4.33%,,是,,
第三屆(1995),臺北市第2選區,鄭良,16,女,1940,55,無,252,0.04%,,否,,
第三屆(1995),桃園縣選舉區,呂新民,15,男,1940,55,中國國民黨,40539,6.35%,,是,,
第三屆(1995),彰化縣選舉區,劉榮東,5,男,1940,55,無,7940,1.34%,,否,,
第三屆(1995),連江縣選舉區,陳源奇,1,男,1940,55,無,5,0.16%,,否,,
第二屆(1992),屏東縣,邱連輝,,男,,61,民主進步黨,,,*,,,
第二屆(1992),台中縣,劉松藩,,男,,61,中國國民黨,,,*,,,
第三屆(1995),臺北市第2選區,尤英夫,19,男,1939,56,無,2285,0.39%,,否,,
第三屆(1995),高雄市第2選區,周平德,2,男,1939,56,民主進步黨,19653,6.58%,,否,,
第三屆(1995),臺北縣選舉區,吳梓,19,男,1939,56,無,3438,0.24%,,否,,
第三屆(1995),臺南市選舉區,劉偉達,1,男,1939,56,無,1132,0.35%,,否,,
第三屆(1995),彰化縣選舉區,謝聰敏,3,男,1934,61,民主進步黨,56414,9.51%,*,是,,
第三屆(1995),臺南縣選舉區,高育仁,9,男,1934,61,中國國民黨,47340,9.55%,*,是,,
